ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_12730	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12731	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_12732	Eukaryota	Phaeophyceae__p	Phaeophyceae	Tilopteridales	NA	NA	NA
ASV_12735	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_12737	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_1274	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12742	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12745	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12746	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_12747	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_12749	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_1275	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_12751	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12752	Eukaryota	Cryptophyceae__p	Cryptophyceae	Cryptomonadales	NA	NA	NA
ASV_12753	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_12754	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	Pedinellales	NA	NA	NA
ASV_12756	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_12757	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_12759	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_1276	Eukaryota	Chlorophyta	Trebouxiophyceae	Prasiolales	NA	NA	NA
ASV_12760	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_12761	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_12762	Eukaryota	Porifera	Homoscleromorpha	NA	NA	NA	NA
ASV_12763	Eukaryota	Chrysophyceae__p	Chrysophyceae	Chromulinales	NA	NA	NA
ASV_12764	Eukaryota	Arthropoda	Malacostraca	NA	NA	NA	NA
ASV_12765	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_12766	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_12768	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA
ASV_12769	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_1277	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	NA
ASV_12770	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_12771	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_12773	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12774	Eukaryota	Zoopagomycota	Entomophthoromycetes	NA	NA	NA	NA
ASV_12777	Eukaryota	Cryptophyceae__p	Cryptophyceae	Cryptomonadales	Hemiselmidaceae	Hemiselmis	Hemiselmis andersenii
ASV_1278	Eukaryota	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	NA
ASV_12780	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo_nitzschia	Pseudo_nitzschia cuspidata
ASV_12781	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_12782	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	NA	NA
ASV_12783	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12784	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
ASV_12785	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA
ASV_12788	Eukaryota	Arthropoda	Hexanauplia	NA	NA	NA	NA
ASV_1279	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12790	Eukaryota	Cnidaria	Hydrozoa	Trachymedusae	NA	NA	NA
ASV_12791	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12792	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12794	Eukaryota	Raphidophyceae__p	Raphidophyceae	NA	NA	NA	NA
ASV_12796	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_12798	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_128	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1280	Eukaryota	Oomycota	Peronosporales__c	NA	NA	NA	NA
ASV_12800	Eukaryota	Streptophyta	Zygnemophyceae	Zygnematales	NA	NA	NA
ASV_12801	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12804	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_12805	Eukaryota	Oomycota	Pythiales__c	NA	NA	NA	NA
ASV_12806	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12807	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_12808	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_12809	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_1281	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_12810	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_12811	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_12814	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12816	Eukaryota	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	NA	NA	NA
ASV_12817	Eukaryota	Haptophyta	Isochrysidales__c	NA	NA	NA	NA
ASV_12818	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12819	Eukaryota	Rotifera	Eurotatoria	Ploima	NA	NA	NA
ASV_1282	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12822	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12823	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_12826	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12827	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_12828	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_1283	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	NA	NA
ASV_12830	Eukaryota	Evosea	Squamamoeba__f__o__c	Squamamoeba__f__o	NA	NA	NA
ASV_12831	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_12833	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_12834	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_12835	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
ASV_12836	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
ASV_12837	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_1284	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12840	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12841	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_12842	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12843	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_12846	Eukaryota	Mollusca	Gastropoda	Neogastropoda	NA	NA	NA
ASV_12847	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_12849	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_1285	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12850	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_12854	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12855	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12856	Eukaryota	Bacillariophyta	Mediophyceae	Eupodiscales	NA	NA	NA
ASV_12857	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_12858	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12859	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_1286	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV_12860	Eukaryota	Mollusca	Bivalvia	Adapedonta	Pharidae	Ensis	NA
ASV_12861	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_12862	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	NA	NA
ASV_12867	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_12868	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_1287	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_12873	Eukaryota	Nemertea	Palaeonemertea	Archinemertea	NA	NA	NA
ASV_12874	Eukaryota	Phaeophyceae__p	Phaeophyceae	Fucales	NA	NA	NA
ASV_12875	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	NA	NA
ASV_12876	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12878	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12879	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_1288	Eukaryota	Annelida	Polychaeta	Terebellida	NA	NA	NA
ASV_12881	Eukaryota	Cryptophyceae__p	Cryptophyceae	NA	NA	NA	NA
ASV_12882	Eukaryota	Phaeophyceae__p	Phaeophyceae	Fucales	NA	NA	NA
ASV_12884	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_12885	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
ASV_12886	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12887	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12888	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_12889	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_1289	Eukaryota	Phaeophyceae__p	Phaeophyceae	Laminariales	NA	NA	NA
ASV_12890	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_12892	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12893	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	Pedinellales	NA	NA	NA
ASV_12894	Eukaryota	Arthropoda	Malacostraca	NA	NA	NA	NA
ASV_12895	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12896	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_12897	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_12898	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Polycirrus	Polycirrus eximius
ASV_12899	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_129	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_1290	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_12900	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_12901	Eukaryota	Arthropoda	Malacostraca	NA	NA	NA	NA
ASV_12902	Eukaryota	Echinodermata	Crinoidea	NA	NA	NA	NA
ASV_12905	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_12907	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_1291	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_12914	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12916	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12919	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_1292	Eukaryota	Bacillariophyta	Coscinodiscophyceae	NA	NA	NA	NA
ASV_12920	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_12921	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_12924	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12925	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12926	Eukaryota	Phaeophyceae__p	Phaeophyceae	Fucales	NA	NA	NA
ASV_12928	Eukaryota	Annelida	Clitellata	Tubificida	Naididae	Paranais	Paranais botniensis
ASV_12929	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12931	Eukaryota	Chrysoparadoxa__f__o__c__p	Chrysoparadoxa__f__o__c	Chrysoparadoxa__f__o	NA	NA	NA
ASV_12932	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_12934	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_12935	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12937	Eukaryota	Phaeophyceae__p	Phaeophyceae	Fucales	NA	NA	NA
ASV_1294	Eukaryota	Discosea	Longamoebia__c	Longamoebia	NA	NA	NA
ASV_12940	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_12941	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_12942	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12945	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_12949	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1295	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12950	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Lovenella	NA
ASV_12951	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12952	Eukaryota	Phaeophyceae__p	Phaeophyceae	Dictyotales	NA	NA	NA
ASV_12953	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12957	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_12959	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_1296	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12960	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_12961	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_12962	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_12963	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_12964	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_12966	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	NA	NA	NA
ASV_12968	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_12969	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1297	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_12970	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA
ASV_12971	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	NA	NA	NA
ASV_12974	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12975	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12976	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_12979	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_12980	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
ASV_12981	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	NA	NA	NA
ASV_12982	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA
ASV_12983	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12984	Eukaryota	Apusomonadida__c__p	Apusomonadida__c	Apusomonadida	NA	NA	NA
ASV_12985	Eukaryota	Oomycota	Pythiales__c	NA	NA	NA	NA
ASV_12989	Eukaryota	Dinophyceae__p	Dinophyceae	Suessiales	NA	NA	NA
ASV_1299	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Streblospio	Streblospio benedicti
ASV_12991	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama acrotrocha
ASV_12992	Eukaryota	Phaeophyceae__p	Phaeophyceae	Bachelotia__f__o	NA	NA	NA
ASV_12994	Eukaryota	Discosea	Himatismenida__c	Himatismenida	NA	NA	NA
ASV_12995	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_12997	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_12998	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_12999	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_13	Eukaryota	Pelagophyceae__p	Pelagophyceae	Pelagomonadales	Aureococcus__f	Aureococcus	Aureococcus anophagefferens
ASV_130	Eukaryota	Oomycota	Pythiales__c	NA	NA	NA	NA
ASV_13001	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_13002	Eukaryota	Apusomonadida__c__p	Apusomonadida__c	Apusomonadida	NA	NA	NA
ASV_13003	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_13004	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_13006	Eukaryota	Phaeophyceae__p	Phaeophyceae	Dictyotales	NA	NA	NA
ASV_13007	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_13008	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
ASV_1301	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	NA
ASV_13010	Eukaryota	Nemertea	Palaeonemertea	NA	NA	NA	NA
ASV_13012	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_13013	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA
ASV_13014	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_13015	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	NA	NA	NA
ASV_13016	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_13018	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_13019	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_1302	Eukaryota	Phaeophyceae__p	Phaeophyceae	Fucales	NA	NA	NA
ASV_13020	Eukaryota	Chlorophyta	Ulvophyceae	Bryopsidales	NA	NA	NA
ASV_13022	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_13023	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13024	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_13026	Eukaryota	Cnidaria	Hydrozoa	Narcomedusae	NA	NA	NA
ASV_13027	Eukaryota	Discosea	Flabellinia	Vannellidae__o	NA	NA	NA
ASV_13029	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_13030	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13031	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_13032	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_13033	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	NA	NA	NA
ASV_13034	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_13035	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13036	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_13037	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	NA	NA
ASV_13038	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_13039	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_13040	Eukaryota	Oomycota	Myzocytiopsidales__c	Myzocytiopsidales	NA	NA	NA
ASV_13041	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_13043	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_13044	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ralfsiales	NA	NA	NA
ASV_13045	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_13046	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13047	Eukaryota	Ctenophora	Tentaculata	NA	NA	NA	NA
ASV_13048	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	NA	NA
ASV_1305	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_13050	Eukaryota	Oomycota	Peronosporales__c	NA	NA	NA	NA
ASV_13051	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_13052	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	NA	NA	NA
ASV_13053	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA
ASV_13054	Eukaryota	Discosea	Longamoebia__c	Longamoebia	NA	NA	NA
ASV_13055	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_13056	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_13057	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_13058	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_13059	Eukaryota	Discosea	Longamoebia__c	Longamoebia	NA	NA	NA
ASV_13060	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_13061	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA
ASV_13062	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Lithodesmium	Lithodesmium intricatum
ASV_13063	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_13064	Eukaryota	Bacillariophyta	Mediophyceae	Triceratiales	NA	NA	NA
ASV_13065	Eukaryota	Arthropoda	Insecta	Neuroptera	NA	NA	NA
ASV_13066	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	NA	NA
ASV_13067	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_13068	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_13069	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_1307	Eukaryota	Mollusca	Bivalvia	Cardiida	Tellinidae	Ameritella	Ameritella agilis
ASV_13070	Eukaryota	Porifera	Demospongiae	Axinellida	NA	NA	NA
ASV_13071	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_13072	Eukaryota	Nemertea	Enopla	Polystilifera	NA	NA	NA
ASV_13074	Eukaryota	Arthropoda	Protura	NA	NA	NA	NA
ASV_13075	Eukaryota	Discosea	Longamoebia__c	Longamoebia	NA	NA	NA
ASV_13076	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
ASV_13077	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_13078	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13079	Eukaryota	Bacillariophyta	Mediophyceae	Eupodiscales	NA	NA	NA
ASV_1308	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Streblospio	Streblospio benedicti
ASV_13080	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13081	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA
ASV_13082	Eukaryota	Basidiomycota	Exobasidiomycetes	NA	NA	NA	NA
ASV_13084	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13085	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_13086	Eukaryota	Raphidophyceae__p	Raphidophyceae	Chattonellales	NA	NA	NA
ASV_13087	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_13088	Eukaryota	Rotifera	Eurotatoria	Ploima	NA	NA	NA
ASV_13089	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_1309	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Streblospio	Streblospio benedicti
ASV_13093	Eukaryota	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	NA	NA	NA
ASV_13094	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV_13095	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_13097	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_13099	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_131	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1310	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13100	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13102	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	NA	NA
ASV_13103	Eukaryota	Oomycota	Pythiales__c	Pythiales	Pythiaceae	NA	NA
ASV_13104	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_13105	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV_13106	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_13107	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_1311	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13111	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_13113	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_13114	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_13116	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_13117	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_13118	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_1312	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_13120	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_13122	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_13125	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
